
-----   170   240           8823 
-----   170   250           8592 
-----   170   260           6980 
-----   170   270           5088 
-----   170   280           3819 
-----   170   290           2663 
-----   170   300           1602 
-----   170   310           1173 
-----   170   320           1241 
-----   170   330           1415 
-----   170   340           1988 
-----   170   350           2305 
-----   180     0           3057 
-----   180    10           3213 
-----   180    20           4015 
-----   180    30           5070 
-----   180    40           7276 
-----   180    50          11527 
-----   180    60          11196 
-----   180    70           7302 
-----   180    80           4571 
-----   180    90           4123 
-----   180   100           4099 
-----   180   110           4314 
-----   180   120           3942 
-----   180   130           3258 
-----   180   140           2819 
-----   180   150           3205 
-----   180   160           4227 
-----   180   170           5507 
-----   180   180           6835 
-----   180   190           7846 
-----   180   200           9225 
-----   180   210           9504 
-----   180   220           9933 
-----   180   230          10400 
-----   180   240           9505 
-----   180   250           9247 
-----   180   260           8145 
-----   180   270           6085 
-----   180   280           4597 
-----   180   290           2566 
-----   180   300           1930 
-----   180   310           1493 
-----   180   320           1524 
-----   180   330           1768 
-----   180   340           1912 
-----   180   350           2602 
-----   190     0           3144 
-----   190    10           4474 
-----   190    20           5088 
-----   190    30           7198 
-----   190    40           9580 
-----   190    50          15865 
-----   190    60          15199 
-----   190    70           8314 
-----   190    80           5050 
-----   190    90           4433 
-----   190   100           4294 
-----   190   110           4533 
-----   190   120           4130 
-----   190   130           3412 
-----   190   140           3282 
-----   190   150           3682 
-----   190   160           5071 
-----   190   170           6436 
-----   190   180           8755 
-----   190   190           9637 
-----   190   200           9374 
-----   190   210          10048 
-----   190   220          10536 
-----   190   230          10115 
-----   190   240           9547 
-----   190   250           9134 
-----   190   260           7676 
-----   190   270           6060 
-----   190   280           4291 
-----   190   290           2890 
-----   190   300           2007 
-----   190   310           1786 
-----   190   320           1658 
-----   190   330           1844 
-----   190   340           2320 
-----   190   350           2683 
-----   200     0           4389 
-----   200    10           5615 
-----   200    20           6128 
-----   200    30           7894 
-----   200    40          11222 
-----   200    50          18014 
-----   200    60          17538 
-----   200    70           8706 
-----   200    80           5776 
-----   200    90           5033 
-----   200   100           4652 
-----   200   110           4741 
-----   200   120           4154 
-----   200   130           4267 
-----   200   140           4122 
-----   200   150           4176 
-----   200   160           5641 
-----   200   170           6783 
-----   200   180           9370 
-----   200   190          11260 
-----   200   200          10571 
-----   200   210          10739 
-----   200   220          11142 
-----   200   230          10020 
-----   200   240          10197 
-----   200   250           9481 
-----   200   260           7954 
-----   200   270           6336 
-----   200   280           4842 
-----   200   290           3092 
-----   200   300           2087 
-----   200   310           2012 
-----   200   320           1758 
-----   200   330           1832 
-----   200   340           2521 
-----   200   350           3003 
-----   210     0           5109 
-----   210    10           6532 
-----   210    20           7467 
-----   210    30           8933 
-----   210    40          12504 
-----   210    50          17837 
-----   210    60          16245 
-----   210    70           8870 
-----   210    80           5443 
-----   210    90           4826 
-----   210   100           5417 
-----   210   110           5772 
-----   210   120           5854 
-----   210   130           5365 
-----   210   140           4604 
-----   210   150           5554 
-----   210   160           6799 
-----   210   170           8912 
-----   210   180          10362 
-----   210   190          11358 
-----   210   200          11400 
-----   210   210          11667 
-----   210   220          11739 
-----   210   230          11826 
-----   210   240          11341 
-----   210   250          10219 
-----   210   260           8364 
-----   210   270           7215 
-----   210   280           5914 
-----   210   290           3623 
-----   210   300           2575 
-----   210   310           1972 
-----   210   320           1998 
-----   210   330           2048 
-----   210   340           2494 
-----   210   350           3339 
-----   220     0           5291 
-----   220    10           7105 
-----   220    20           8426 
-----   220    30          10010 
-----   220    40          12890 
-----   220    50          18210 
-----   220    60          15406 
-----   220    70           9543 
-----   220    80           6194 
-----   220    90           5188 
-----   220   100           5998 
-----   220   110           6202 
-----   220   120           6514 
-----   220   130           6620 
-----   220   140           5740 
-----   220   150           6480 
-----   220   160           7767 
-----   220   170           9917 
-----   220   180          11301 
-----   220   190          11888 
-----   220   200          12659 
-----   220   210          12864 
-----   220   220          11490 
-----   220   230          12100 
-----   220   240          12561 
-----   220   250          11525 
-----   220   260          10223 
-----   220   270           7476 
-----   220   280           5979 
-----   220   290           3689 
-----   220   300           2810 
-----   220   310           2417 
-----   220   320           1894 
-----   220   330           2018 
-----   220   340           2615 
-----   220   350           3630 
-----   230     0           5151 
-----   230    10           7039 
-----   230    20           7867 
-----   230    30          10165 
-----   230    40          14700 
-----   230    50          19423 
-----   230    60          15180 
-----   230    70           8978 
-----   230    80           5119 
-----   230    90           4560 
-----   230   100           5497 
-----   230   110           6896 
-----   230   120           7033 
-----   230   130           7440 
-----   230   140           6861 
-----   230   150           7565 
-----   230   160           8448 
-----   230   170          10129 
-----   230   180          11845 
-----   230   190          11156 
-----   230   200          11615 
-----   230   210          12473 
-----   230   220          13948 
-----   230   230          14298 
-----   230   240          14908 
-----   230   250          13663 
-----   230   260          12325 
-----   230   270           9495 
-----   230   280           6449 
-----   230   290           4338 
-----   230   300           2863 
-----   230   310           1909 
-----   230   320           1682 
-----   230   330           2139 
-----   230   340           2720 
-----   230   350           3639 
-----   240     0           4858 
-----   240    10           7270 
-----   240    20           8845 
-----   240    30          10515 
-----   240    40          14666 
-----   240    50          19524 
-----   240    60          13475 
-----   240    70           6778 
-----   240    80           4388 
-----   240    90           3948 
-----   240   100           5073 
-----   240   110           6408 
-----   240   120           6659 
-----   240   130           6585 
-----   240   140           7133 
-----   240   150           7441 
-----   240   160           8437 
-----   240   170          10081 
-----   240   180          10791 
-----   240   190          11570 
-----   240   200          12003 
-----   240   210          13212 
-----   240   220          15634 
-----   240   230          17315 
-----   240   240          18011 
-----   240   250          16249 
-----   240   260          12964 
-----   240   270          10566 
-----   240   280           7177 
-----   240   290           4013 
-----   240   300           2313 
-----   240   310           1549 
-----   240   320           1418 
-----   240   330           1745 
-----   240   340           2162 
-----   240   350           3338 
-----   250     0           5246 
-----   250    10           7930 
-----   250    20           9051 
-----   250    30          10409 
-----   250    40          13374 
-----   250    50          16413 
-----   250    60          10628 
-----   250    70           5068 
-----   250    80           3503 
-----   250    90           3728 
-----   250   100           4817 
-----   250   110           5225 
-----   250   120           6318 
-----   250   130           7382 
-----   250   140           7368 
-----   250   150           6805 
-----   250   160           6640 
-----   250   170           8105 
-----   250   180           9064 
-----   250   190          10232 
-----   250   200          12147 
-----   250   210          12904 
-----   250   220          15165 
-----   250   230          16945 
-----   250   240          18663 
-----   250   250          16783 
-----   250   260          13219 
-----   250   270          10112 
-----   250   280           6477 
-----   250   290           3729 
-----   250   300           1850 
-----   250   310           1285 
-----   250   320           1168 
-----   250   330           1277 
-----   250   340           1626 
-----   250   350           2913 
-----   260     0           5139 
-----   260    10           7495 
-----   260    20           9997 
-----   260    30           9876 
-----   260    40           9941 
-----   260    50          11043 
-----   260    60           7302 
-----   260    70           3922 
-----   260    80           2576 
-----   260    90           2256 
-----   260   100           2940 
-----   260   110           3442 
-----   260   120           4038 
-----   260   130           4379 
-----   260   140           4717 
-----   260   150           4693 
-----   260   160           5002 
-----   260   170           6552 
-----   260   180           7807 
-----   260   190           8379 
-----   260   200          10412 
-----   260   210          10866 
-----   260   220          12053 
-----   260   230          14648 
-----   260   240          15981 
-----   260   250          14617 
-----   260   260          11508 
-----   260   270           7885 
-----   260   280           4969 
-----   260   290           2559 
-----   260   300           1666 
-----   260   310           1273 
-----   260   320           1115 
-----   260   330           1206 
-----   260   340           1901 
-----   260   350           2800 
-----   270     0           5347 
-----   270    10           7731 
-----   270    20          10631 
-----   270    30           8790 
-----   270    40           7347 
-----   270    50           8132 
-----   270    60           4597 
-----   270    70           2885 
-----   270    80           2221 
-----   270    90           1887 
-----   270   100           2142 
-----   270   110           2651 
-----   270   120           2514 
-----   270   130           2801 
-----   270   140           2760 
-----   270   150           2919 
-----   270   160           3644 
-----   270   170           5007 
-----   270   180           5374 
-----   270   190           6541 
-----   270   200           6684 
-----   270   210           8250 
-----   270   220           9398 
-----   270   230          10716 
-----   270   240          11935 
-----   270   250          11439 
-----   270   260           8542 
-----   270   270           6057 
-----   270   280           3738 
-----   270   290           1772 
-----   270   300           1664 
-----   270   310           1138 
-----   270   320           1061 
-----   270   330           1111 
-----   270   340           1499 
-----   270   350           2762 
-----   280     0           5042 
-----   280    10           7446 
-----   280    20           8200 
-----   280    30           5891 
-----   280    40           5565 
-----   280    50           5920 
-----   280    60           3041 
-----   280    70           2544 
-----   280    80           2129 
-----   280    90           1534 
-----   280   100           1571 
-----   280   110           1905 
-----   280   120           1731 
-----   280   130           1910 
-----   280   140           1875 
-----   280   150           2302 
-----   280   160           2950 
-----   280   170           3535 
-----   280   180           3957 
-----   280   190           4248 
-----   280   200           4639 
-----   280   210           6026 
-----   280   220           6519 
-----   280   230           7575 
-----   280   240           8121 
-----   280   250           8099 
-----   280   260           5757 
-----   280   270           4278 
-----   280   280           2471 
-----   280   290           1252 
-----   280   300            947 
-----   280   310            833 
-----   280   320            714 
-----   280   330            848 
-----   280   340           1589 
-----   280   350           2590 
-----   290     0           3699 
-----   290    10           4438 
-----   290    20           4654 
-----   290    30           3794 
-----   290    40           3492 
-----   290    50           3122 
-----   290    60           2261 
-----   290    70           1641 
-----   290    80           1573 
-----   290    90           1437 
-----   290   100           1693 
-----   290   110           2033 
-----   290   120           2040 
-----   290   130           2007 
-----   290   140           1962 
-----   290   150           2081 
-----   290   160           2170 
-----   290   170           2477 
-----   290   180           2589 
-----   290   190           2584 
-----   290   200           3282 
-----   290   210           3772 
-----   290   220           3993 
-----   290   230           4165 
-----   290   240           4406 
-----   290   250           4357 
-----   290   260           3452 
-----   290   270           2199 
-----   290   280           1294 
-----   290   290           1004 
-----   290   300            785 
-----   290   310            682 
-----   290   320            718 
-----   290   330            860 
-----   290   340           1575 
-----   290   350           2083 
-----   300     0           2322 
-----   300    10           2402 
-----   300    20           2356 
-----   300    30           2149 
-----   300    40           2259 
-----   300    50           2125 
-----   300    60           1466 
-----   300    70           1231 
-----   300    80           1116 
-----   300    90           1184 
-----   300   100           2084 
-----   300   110           2584 
-----   300   120           2203 
-----   300   130           2176 
-----   300   140           1640 
-----   300   150           1524 
-----   300   160           1522 
-----   300   170           1623 
-----   300   180           1504 
-----   300   190           1844 
-----   300   200           2271 
-----   300   210           2597 
-----   300   220           2394 
-----   300   230           2433 
-----   300   240           2401 
-----   300   250           2392 
-----   300   260           1972 
-----   300   270           1547 
-----   300   280           1185 
-----   300   290            871 
-----   300   300            874 
-----   300   310            826 
-----   300   320            834 
-----   300   330            826 
-----   300   340           1580 
-----   300   350           1621 
-----   310     0           1546 
-----   310    10           1531 
-----   310    20           1602 
-----   310    30           1944 
-----   310    40           1706 
-----   310    50           1597 
-----   310    60           1090 
-----   310    70           1149 
-----   310    80           1036 
-----   310    90           1184 
-----   310   100           1821 
-----   310   110           2230 
-----   310   120           1581 
-----   310   130           1366 
-----   310   140           1216 
-----   310   150           1186 
-----   310   160           1111 
-----   310   170            954 
-----   310   180           1133 
-----   310   190           1584 
-----   310   200           1829 
-----   310   210           1881 
-----   310   220           1903 
-----   310   230           1766 
-----   310   240           1704 
-----   310   250           1829 
-----   310   260           1621 
-----   310   270           1303 
-----   310   280           1288 
-----   310   290           1215 
-----   310   300           1012 
-----   310   310            948 
-----   310   320            794 
-----   310   330            911 
-----   310   340           1073 
-----   310   350           1252 
-----   320     0           1005 
-----   320    10            943 
-----   320    20           1713 
-----   320    30           1549 
-----   320    40           1154 
-----   320    50           1283 
-----   320    60           1079 
-----   320    70           1054 
-----   320    80            977 
-----   320    90           1159 
-----   320   100           1646 
-----   320   110           1462 
-----   320   120           1301 
-----   320   130           1250 
-----   320   140           1071 
-----   320   150           1028 
-----   320   160           1032 
-----   320   170           1068 
-----   320   180           1106 
-----   320   190           1587 
-----   320   200           1557 
-----   320   210           1578 
-----   320   220           1625 
-----   320   230           1637 
-----   320   240           1732 
-----   320   250           1965 
-----   320   260           1718 
-----   320   270           1544 
-----   320   280           1420 
-----   320   290           1156 
-----   320   300           1097 
-----   320   310           1015 
-----   320   320            934 
-----   320   330            905 
-----   320   340            922 
-----   320   350            995 
-----   330     0            864 
-----   330    10            980 
-----   330    20           1395 
-----   330    30           1034 
-----   330    40           1059 
-----   330    50           1196 
-----   330    60           1173 
-----   330    70           1128 
-----   330    80           1215 
-----   330    90           1417 
-----   330   100           1609 
-----   330   110           1879 
-----   330   120           1709 
-----   330   130           1528 
-----   330   140           1196 
-----   330   150           1046 
-----   330   160           1075 
-----   330   170           1185 
-----   330   180           1295 
-----   330   190           1346 
-----   330   200           1394 
-----   330   210           1551 
-----   330   220           1825 
-----   330   230           1677 
-----   330   240           2016 
-----   330   250           2023 
-----   330   260           1944 
-----   330   270           1820 
-----   330   280           1513 
-----   330   290           1417 
-----   330   300           1272 
-----   330   310           1147 
-----   330   320           1084 
-----   330   330           1014 
-----   330   340            913 
-----   330   350            944 
-----   340     0            979 
-----   340    10           1030 
-----   340    20           1006 
-----   340    30            975 
-----   340    40           1234 
-----   340    50           1292 
-----   340    60           1558 
-----   340    70           1465 
-----   340    80           1434 
-----   340    90           1894 
-----   340   100           2432 
-----   340   110           2438 
-----   340   120           2357 
-----   340   130           2165 
-----   340   140           1855 
-----   340   150           1703 
-----   340   160           1680 
-----   340   170           1799 
-----   340   180           1609 
-----   340   190           1605 
-----   340   200           1723 
-----   340   210           1968 
-----   340   220           2143 
-----   340   230           2159 
-----   340   240           2539 
-----   340   250           2645 
-----   340   260           2105 
-----   340   270           2094 
-----   340   280           1916 
-----   340   290           1746 
-----   340   300           1565 
-----   340   310           1148 
-----   340   320            854 
-----   340   330            990 
-----   340   340            871 
-----   340   350            822 
-----   350     0           1032 
-----   350    10            925 
-----   350    20            858 
-----   350    30           1022 
-----   350    40           1899 
-----   350    50           1636 
-----   350    60           2322 
-----   350    70           2174 
-----   350    80           2656 
-----   350    90           2572 
-----   350   100           3638 
-----   350   110           3793 
-----   350   120           3854 
-----   350   130           3694 
-----   350   140           2873 
-----   350   150           2675 
